mix_ratio,seed_count,task_1_bwt_mean,task_1_bwt_ci_low,task_1_bwt_ci_high,mean_prior_bwt_mean,mean_prior_bwt_ci_low,mean_prior_bwt_ci_high
0.0,3,132.10026448965073,75.79186460375786,197.51373755931854,16.0679924339056,-12.000530415773392,45.92255338728429
0.25,3,159.57080538074175,59.25621148943901,232.29562425613403,79.17931582828363,68.05254281759262,98.97713389992714
0.5,3,156.50900442401567,96.69921371340752,192.94710779190063,68.25211450755596,61.886043295264244,77.25169514417648
0.75,3,153.82560013731322,97.32243511080742,191.0897011756897,90.84998980561893,62.67888132929803,127.81653150320055
