total_reward,total_resource_cost,total_scaling_cost,total_cost,slo_violation_rate,slo_violation_count,scale_action_count,mean_task_count,mean_overprovision_ratio,final_task_count,steps,policy,model_path
-44.577763080596924,5.75,13.0,18.75,0.0,0,19,5.75,0.6456940724594252,5,20,ppo_vanilla,results/drift_experiment/naive_finetune_b/model.zip
