timestamp,demand,aggregate_cpu,max_cpu,mean_cpu,active_vm_count,spike_any,mapping_variant,scale_factor,alpha,boundary_gap_filled,capacity_per_task
1543800,0.41291398,1.2622392,0.19715324,0.039444976,32,0,threshold,0.3271281357025818,2.0,False,1.0
1544100,0.4166031,1.2735165,0.20858791,0.03979739,32,0,threshold,0.3271281357025818,2.0,False,1.0
1544400,0.5414813,1.6552576,0.40000987,0.0517268,32,0,threshold,0.3271281357025818,2.0,False,1.0
1544700,0.43174034,1.3197896,0.19759686,0.041243427,32,0,threshold,0.3271281357025818,2.0,False,1.0
1545000,0.42409465,1.2964175,0.21694443,0.040513046,32,0,threshold,0.3271281357025818,2.0,False,1.0
1545300,0.419529,1.2824607,0.21000154,0.040076897,32,0,threshold,0.3271281357025818,2.0,False,1.0
1545600,0.43900192,1.3419876,0.22041456,0.041937113,32,0,threshold,0.3271281357025818,2.0,False,1.0
1545900,0.41059718,1.255157,0.18886884,0.039223656,32,0,threshold,0.3271281357025818,2.0,False,1.0
1546200,0.7629224,2.3321822,0.5572951,0.07288069,32,0,threshold,0.3271281357025818,2.0,False,1.0
1546500,0.77684253,2.3747346,0.6469338,0.07421046,32,0,threshold,0.3271281357025818,2.0,False,1.0
1546800,0.6545367,2.0008574,0.4414939,0.06252679,32,0,threshold,0.3271281357025818,2.0,False,1.0
1547100,0.6917449,2.1145992,0.6654802,0.066081226,32,0,threshold,0.3271281357025818,2.0,False,1.0
1547400,0.76797897,2.3476396,0.5069536,0.073363736,32,0,threshold,0.3271281357025818,2.0,False,1.0
1547700,0.57259345,1.7503644,0.33276188,0.05469889,32,0,threshold,0.3271281357025818,2.0,False,1.0
1548000,0.7332045,2.2413373,0.48387247,0.07004179,32,0,threshold,0.3271281357025818,2.0,False,1.0
1548300,0.55626005,1.7004348,0.41013455,0.053138588,32,0,threshold,0.3271281357025818,2.0,False,1.0
1548600,0.52687603,1.6106106,0.28157398,0.05033158,32,0,threshold,0.3271281357025818,2.0,False,1.0
1548900,0.43916205,1.3424771,0.23169915,0.04195241,32,0,threshold,0.3271281357025818,2.0,False,1.0
1549200,0.50344807,1.5389935,0.22291961,0.048093546,32,0,threshold,0.3271281357025818,2.0,False,1.0
1549500,0.44069925,1.3471762,0.23569469,0.042099256,32,0,threshold,0.3271281357025818,2.0,False,1.0
1549800,0.4850033,1.4826095,0.31051922,0.046331547,32,0,threshold,0.3271281357025818,2.0,False,1.0
1550100,0.5055194,1.5453253,0.36298797,0.048291415,32,0,threshold,0.3271281357025818,2.0,False,1.0
1550400,0.525651,1.6068656,0.36701617,0.05021455,32,0,threshold,0.3271281357025818,2.0,False,1.0
1550700,0.53270036,1.6284149,0.34845757,0.050887965,32,0,threshold,0.3271281357025818,2.0,False,1.0
1551000,0.7707022,2.3559642,0.8368643,0.07362388,32,0,threshold,0.3271281357025818,2.0,False,1.0
1551300,1.377733,2.2116003,0.9460684,0.06911251,32,1,threshold,0.3271281357025818,2.0,False,1.0
1551600,0.67556906,2.0651512,0.7702556,0.064535975,32,0,threshold,0.3271281357025818,2.0,False,1.0
1551900,0.53104424,1.6233524,0.341589,0.050729763,32,0,threshold,0.3271281357025818,2.0,False,1.0
1552200,0.46948135,1.4351604,0.19318338,0.044848762,32,0,threshold,0.3271281357025818,2.0,False,1.0
1552500,0.48605606,1.4858277,0.19093578,0.046432115,32,0,threshold,0.3271281357025818,2.0,False,1.0
1552800,0.44093993,1.347912,0.1595409,0.04212225,32,0,threshold,0.3271281357025818,2.0,False,1.0
1553100,0.5189309,1.586323,0.18619114,0.049572594,32,0,threshold,0.3271281357025818,2.0,False,1.0
1553400,0.4750238,1.4521031,0.24779809,0.045378223,32,0,threshold,0.3271281357025818,2.0,False,1.0
1553700,0.57344437,1.7529656,0.39817658,0.054780174,32,0,threshold,0.3271281357025818,2.0,False,1.0
1554000,0.56694096,1.7330853,0.44352,0.054158915,32,0,threshold,0.3271281357025818,2.0,False,1.0
1554300,0.548524,1.6767864,0.38792434,0.052399576,32,0,threshold,0.3271281357025818,2.0,False,1.0
1554600,0.5340759,1.6326199,0.42786965,0.05101937,32,0,threshold,0.3271281357025818,2.0,False,1.0
1554900,0.4456943,1.3624456,0.1994682,0.042576425,32,0,threshold,0.3271281357025818,2.0,False,1.0
1555200,0.43266097,1.322604,0.19099616,0.041331373,32,0,threshold,0.3271281357025818,2.0,False,1.0
1555500,0.41228366,1.2603124,0.18787377,0.039384764,32,0,threshold,0.3271281357025818,2.0,False,1.0
1555800,0.40877512,1.2495872,0.16942573,0.0390496,32,0,threshold,0.3271281357025818,2.0,False,1.0
1556100,0.42933667,1.3124418,0.18486558,0.041013807,32,0,threshold,0.3271281357025818,2.0,False,1.0
1556400,0.41285992,1.262074,0.15523016,0.039439812,32,0,threshold,0.3271281357025818,2.0,False,1.0
1556700,0.49788952,1.5220015,0.22101761,0.047562547,32,0,threshold,0.3271281357025818,2.0,False,1.0
1557000,0.5256605,1.6068947,0.40014088,0.05021546,32,0,threshold,0.3271281357025818,2.0,False,1.0
1557300,0.48338354,1.477658,0.27446622,0.046176814,32,0,threshold,0.3271281357025818,2.0,False,1.0
1557600,0.5137714,1.5705509,0.38258868,0.049079716,32,0,threshold,0.3271281357025818,2.0,False,1.0
1557900,0.52928096,1.6179621,0.34809482,0.050561316,32,0,threshold,0.3271281357025818,2.0,False,1.0
1558200,0.44227597,1.3519961,0.19173919,0.042249877,32,0,threshold,0.3271281357025818,2.0,False,1.0
1558500,0.42374074,1.2953357,0.19206277,0.04047924,32,0,threshold,0.3271281357025818,2.0,False,1.0
1558800,0.4241657,1.2966347,0.20762531,0.040519834,32,0,threshold,0.3271281357025818,2.0,False,1.0
1559100,0.40963432,1.2522136,0.18039308,0.039131675,32,0,threshold,0.3271281357025818,2.0,False,1.0
1559400,0.43081763,1.316969,0.21189542,0.041155282,32,0,threshold,0.3271281357025818,2.0,False,1.0
1559700,0.43516564,1.3302605,0.18276194,0.04157064,32,0,threshold,0.3271281357025818,2.0,False,1.0
1560000,0.45186347,1.3813041,0.19146714,0.043165755,32,0,threshold,0.3271281357025818,2.0,False,1.0
1560300,0.42822292,1.3090372,0.20400289,0.040907413,32,0,threshold,0.3271281357025818,2.0,False,1.0
1560600,0.49425465,1.51089,0.2849443,0.047215313,32,0,threshold,0.3271281357025818,2.0,False,1.0
1560900,0.48605558,1.4858263,0.32668346,0.04643207,32,0,threshold,0.3271281357025818,2.0,False,1.0
1561200,0.5426248,1.6587529,0.41292378,0.05183603,32,0,threshold,0.3271281357025818,2.0,False,1.0
1561500,0.63082016,1.928358,0.40539256,0.060261186,32,0,threshold,0.3271281357025818,2.0,False,1.0
1561800,0.53363615,1.6312757,0.3637852,0.050977364,32,0,threshold,0.3271281357025818,2.0,False,1.0
1562100,0.48758343,1.4904968,0.2962302,0.046578024,32,0,threshold,0.3271281357025818,2.0,False,1.0
1562400,0.44316006,1.3546987,0.20687729,0.042334333,32,0,threshold,0.3271281357025818,2.0,False,1.0
1562700,0.42839083,1.3095505,0.19893259,0.040923454,32,0,threshold,0.3271281357025818,2.0,False,1.0
1563000,0.41172653,1.2586093,0.1778968,0.03933154,32,0,threshold,0.3271281357025818,2.0,False,1.0
1563300,0.4192397,1.2815764,0.16922383,0.040049262,32,0,threshold,0.3271281357025818,2.0,False,1.0
1563600,0.486813,1.4881417,0.17262308,0.046504427,32,0,threshold,0.3271281357025818,2.0,False,1.0
1563900,0.54466736,1.664997,0.18906914,0.052031156,32,0,threshold,0.3271281357025818,2.0,False,1.0
1564200,0.60749453,1.8570536,0.22004443,0.058032926,32,0,threshold,0.3271281357025818,2.0,False,1.0
1564500,0.6090727,1.861878,0.2840205,0.05818369,32,0,threshold,0.3271281357025818,2.0,False,1.0
