timestamp,demand,aggregate_cpu,max_cpu,mean_cpu,active_vm_count,spike_any,mapping_variant,scale_factor,alpha,boundary_gap_filled,capacity_per_task
0,1.0050251,3.0722673,0.764653,0.09600835,32,0,threshold,0.3271281357025818,2.0,False,1.0
300,0.7647668,2.3378203,0.59513223,0.073056884,32,0,threshold,0.3271281357025818,2.0,False,1.0
600,0.78141505,2.3887124,0.58802754,0.07464726,32,0,threshold,0.3271281357025818,2.0,False,1.0
900,0.80280036,2.4540854,0.62691414,0.07669017,32,0,threshold,0.3271281357025818,2.0,False,1.0
1200,0.7594993,2.321718,0.55125904,0.07255369,32,0,threshold,0.3271281357025818,2.0,False,1.0
1500,0.80272853,2.4538658,0.5929535,0.076683305,32,0,threshold,0.3271281357025818,2.0,False,1.0
1800,0.79125905,2.4188046,0.6067989,0.075587645,32,0,threshold,0.3271281357025818,2.0,False,1.0
2100,0.7662703,2.3424163,0.5856331,0.07320051,32,0,threshold,0.3271281357025818,2.0,False,1.0
2400,0.78931993,2.4128768,0.61531264,0.0754024,32,0,threshold,0.3271281357025818,2.0,False,1.0
2700,0.82964605,2.53615,0.570319,0.07925469,32,0,threshold,0.3271281357025818,2.0,False,1.0
3000,0.79879636,2.4418454,0.62356144,0.07630767,32,0,threshold,0.3271281357025818,2.0,False,1.0
3300,0.88911873,2.7179525,0.59835786,0.084936015,32,0,threshold,0.3271281357025818,2.0,False,1.0
3600,0.99396735,3.0384648,0.6264453,0.094952025,32,0,threshold,0.3271281357025818,2.0,False,1.0
3900,0.7857276,2.4018955,0.591308,0.075059235,32,0,threshold,0.3271281357025818,2.0,False,1.0
4200,0.7698753,2.3534365,0.6284372,0.07354489,32,0,threshold,0.3271281357025818,2.0,False,1.0
4500,0.75558925,2.3097653,0.5943563,0.07218017,32,0,threshold,0.3271281357025818,2.0,False,1.0
4800,0.7626397,2.331318,0.6227575,0.072853684,32,0,threshold,0.3271281357025818,2.0,False,1.0
