total_reward,total_resource_cost,total_scaling_cost,total_cost,slo_violation_rate,slo_violation_count,scale_action_count,mean_task_count,mean_overprovision_ratio,final_task_count,steps,policy,model_path,vecnormalize_path,metrics_path,replay_mix_ratio,task_a_envs,task_b_envs
-45.800080955028534,14.000000000000007,0.5,14.500000000000007,0.02857142857142857,1,1,2.0,0.08936682598931449,2,35,ppo_replay,results/sensitivity/threshold/replay_finetune_b/model.zip,results/sensitivity/threshold/replay_finetune_b/vecnormalize.pkl,results/sensitivity/threshold/replay_finetune_b/metrics.csv,0.25,1,3
