timestamp,demand,aggregate_cpu,max_cpu,mean_cpu,active_vm_count,spike_any,mapping_variant,scale_factor,alpha,boundary_gap_filled,capacity_per_task
1543800,0.257688,1.2622392,0.19715324,0.039444976,32,0,convex,0.6885896716673517,2.0,False,1.0
1544100,0.25434476,1.2735165,0.20858791,0.03979739,32,0,convex,0.6885896716673517,2.0,False,1.0
1544400,0.4303179,1.6552576,0.40000987,0.0517268,32,0,convex,0.6885896716673517,2.0,False,1.0
1544700,0.26100597,1.3197896,0.19759686,0.041243427,32,0,convex,0.6885896716673517,2.0,False,1.0
1545000,0.26245236,1.2964175,0.21694443,0.040513046,32,0,convex,0.6885896716673517,2.0,False,1.0
1545300,0.25473312,1.2824607,0.21000154,0.040076897,32,0,convex,0.6885896716673517,2.0,False,1.0
1545600,0.26569334,1.3419876,0.22041456,0.041937113,32,0,convex,0.6885896716673517,2.0,False,1.0
1545900,0.2399043,1.255157,0.18886884,0.039223656,32,0,convex,0.6885896716673517,2.0,False,1.0
1546200,0.7704393,2.3321822,0.5572951,0.07288069,32,0,convex,0.6885896716673517,2.0,False,1.0
1546500,0.8217664,2.3747346,0.6469338,0.07421046,32,0,convex,0.6885896716673517,2.0,False,1.0
1546800,0.56884986,2.0008574,0.4414939,0.06252679,32,0,convex,0.6885896716673517,2.0,False,1.0
1547100,0.6885606,2.1145992,0.6654802,0.066081226,32,0,convex,0.6885896716673517,2.0,False,1.0
1547400,0.7503441,2.3476396,0.5069536,0.073363736,32,0,convex,0.6885896716673517,2.0,False,1.0
1547700,0.44053715,1.7503644,0.33276188,0.05469889,32,0,convex,0.6885896716673517,2.0,False,1.0
1548000,0.7398499,2.2413373,0.48387247,0.07004179,32,0,convex,0.6885896716673517,2.0,False,1.0
1548300,0.43525964,1.7004348,0.41013455,0.053138588,32,0,convex,0.6885896716673517,2.0,False,1.0
1548600,0.38167408,1.6106106,0.28157398,0.05033158,32,0,convex,0.6885896716673517,2.0,False,1.0
1548900,0.27451247,1.3424771,0.23169915,0.04195241,32,0,convex,0.6885896716673517,2.0,False,1.0
1549200,0.3323586,1.5389935,0.22291961,0.048093546,32,0,convex,0.6885896716673517,2.0,False,1.0
1549500,0.27274412,1.3471762,0.23569469,0.042099256,32,0,convex,0.6885896716673517,2.0,False,1.0
1549800,0.34799358,1.4826095,0.31051922,0.046331547,32,0,convex,0.6885896716673517,2.0,False,1.0
1550100,0.3804761,1.5453253,0.36298797,0.048291415,32,0,convex,0.6885896716673517,2.0,False,1.0
1550400,0.40099022,1.6068656,0.36701617,0.05021455,32,0,convex,0.6885896716673517,2.0,False,1.0
1550700,0.3994634,1.6284149,0.34845757,0.050887965,32,0,convex,0.6885896716673517,2.0,False,1.0
1551000,0.8975175,2.3559642,0.8368643,0.07362388,32,0,convex,0.6885896716673517,2.0,False,1.0
1551300,0.881165,2.2116003,0.9460684,0.06911251,32,1,convex,0.6885896716673517,2.0,False,1.0
1551600,0.7267116,2.0651512,0.7702556,0.064535975,32,0,convex,0.6885896716673517,2.0,False,1.0
1551900,0.391177,1.6233524,0.341589,0.050729763,32,0,convex,0.6885896716673517,2.0,False,1.0
1552200,0.2935123,1.4351604,0.19318338,0.044848762,32,0,convex,0.6885896716673517,2.0,False,1.0
1552500,0.30639738,1.4858277,0.19093578,0.046432115,32,0,convex,0.6885896716673517,2.0,False,1.0
