timestamp,demand,aggregate_cpu,max_cpu,mean_cpu,active_vm_count,spike_any,mapping_variant,scale_factor,alpha,boundary_gap_filled,capacity_per_task
2061600,0.4110984,1.7042536,0.3161305,0.053257924,32,0,convex,0.6885896716673517,2.0,False,1.0
2061900,0.36304697,1.6729376,0.210473,0.0522793,32,0,convex,0.6885896716673517,2.0,False,1.0
2062200,0.42803705,1.8288393,0.2245888,0.05715123,32,0,convex,0.6885896716673517,2.0,False,1.0
2062500,0.53328794,2.1581993,0.3240095,0.06744373,32,0,convex,0.6885896716673517,2.0,False,1.0
2062800,0.43960908,1.893517,0.2366968,0.059172407,32,0,convex,0.6885896716673517,2.0,False,1.0
2063100,0.7296727,2.4730542,0.5268433,0.07728294,32,0,convex,0.6885896716673517,2.0,False,1.0
2063400,1.1642474,3.4547737,0.52705014,0.10796168,32,0,convex,0.6885896716673517,2.0,False,1.0
2063700,1.1883864,3.3738868,0.66058797,0.10543396,32,0,convex,0.6885896716673517,2.0,False,1.0
2064000,0.7621251,2.6096869,0.4797351,0.081552714,32,0,convex,0.6885896716673517,2.0,False,1.0
2064300,0.63954866,2.3826861,0.43627045,0.07445894,32,0,convex,0.6885896716673517,2.0,False,1.0
2064600,0.739104,2.5979726,0.4107006,0.081186645,32,0,convex,0.6885896716673517,2.0,False,1.0
2064900,0.54833966,2.1102486,0.40915775,0.06594527,32,0,convex,0.6885896716673517,2.0,False,1.0
2065200,0.67617124,2.387507,0.5379521,0.07460959,32,0,convex,0.6885896716673517,2.0,False,1.0
2065500,0.42383674,1.866055,0.2876333,0.05831422,32,0,convex,0.6885896716673517,2.0,False,1.0
2065800,0.36129287,1.6632245,0.21593365,0.051975764,32,0,convex,0.6885896716673517,2.0,False,1.0
2066100,0.4860317,1.9568429,0.34070385,0.06115134,32,0,convex,0.6885896716673517,2.0,False,1.0
2066400,0.74169976,2.3330116,0.6184962,0.07290661,32,0,convex,0.6885896716673517,2.0,False,1.0
2066700,0.7377856,2.3602831,0.6331116,0.07375885,32,0,convex,0.6885896716673517,2.0,False,1.0
2067000,0.6540717,2.2217054,0.5562778,0.069428295,32,0,convex,0.6885896716673517,2.0,False,1.0
2067300,0.6110796,2.2718773,0.31419912,0.070996165,32,0,convex,0.6885896716673517,2.0,False,1.0
2067600,0.6438541,2.2578397,0.5196136,0.07055749,32,0,convex,0.6885896716673517,2.0,False,1.0
2067900,0.71673214,2.3621438,0.55896693,0.07381699,32,0,convex,0.6885896716673517,2.0,False,1.0
2068200,0.3878982,1.7722293,0.23016477,0.055382166,32,0,convex,0.6885896716673517,2.0,False,1.0
2068500,0.38444912,1.7471855,0.22635955,0.054599546,32,0,convex,0.6885896716673517,2.0,False,1.0
2068800,0.4059066,1.7739,0.29603523,0.055434376,32,0,convex,0.6885896716673517,2.0,False,1.0
2069100,0.36020866,1.7050824,0.20065735,0.053283826,32,0,convex,0.6885896716673517,2.0,False,1.0
2069400,0.34549403,1.6395096,0.20534693,0.051234674,32,0,convex,0.6885896716673517,2.0,False,1.0
2069700,0.41614884,1.8005726,0.3047487,0.056267895,32,0,convex,0.6885896716673517,2.0,False,1.0
2070000,0.38114798,1.7318751,0.23431821,0.054121096,32,0,convex,0.6885896716673517,2.0,False,1.0
2070300,0.40869474,1.8070829,0.25703946,0.05647134,32,0,convex,0.6885896716673517,2.0,False,1.0
2070600,0.40240243,1.819506,0.22879785,0.056859564,32,0,convex,0.6885896716673517,2.0,False,1.0
2070900,0.36426237,1.7285036,0.20464645,0.054015737,32,0,convex,0.6885896716673517,2.0,False,1.0
2071200,0.36487338,1.6752459,0.2332398,0.052351434,32,0,convex,0.6885896716673517,2.0,False,1.0
2071500,0.4213878,1.8072157,0.28403103,0.05647549,32,0,convex,0.6885896716673517,2.0,False,1.0
2071800,0.54982626,2.050942,0.44933352,0.064091936,32,0,convex,0.6885896716673517,2.0,False,1.0
2072100,0.7133841,2.3197231,0.57909214,0.07249135,32,0,convex,0.6885896716673517,2.0,False,1.0
2072400,0.5384513,2.0526874,0.40487128,0.06414648,32,0,convex,0.6885896716673517,2.0,False,1.0
2072700,0.37401563,1.7473809,0.20950149,0.05460565,32,0,convex,0.6885896716673517,2.0,False,1.0
2073000,0.6309539,2.2684464,0.453035,0.07088895,32,0,convex,0.6885896716673517,2.0,False,1.0
2073300,0.65257263,2.3328037,0.52215433,0.07290012,32,0,convex,0.6885896716673517,2.0,False,1.0
2073600,0.9639851,2.7209916,0.80393887,0.08503099,32,0,convex,0.6885896716673517,2.0,False,1.0
2073900,1.247123,3.1464138,0.88833547,0.09832543,32,0,convex,0.6885896716673517,2.0,False,1.0
2074200,1.0539278,2.804088,0.9160132,0.08762775,32,1,convex,0.6885896716673517,2.0,False,1.0
2074500,1.0332326,2.7455766,0.92729837,0.08579927,32,1,convex,0.6885896716673517,2.0,False,1.0
2074800,1.1083795,2.8446178,0.96549344,0.08889431,32,1,convex,0.6885896716673517,2.0,False,1.0
2075100,1.0086683,2.6379766,0.9643942,0.08243677,32,1,convex,0.6885896716673517,2.0,False,1.0
2075400,0.9705157,2.5437703,0.95808667,0.07949282,32,1,convex,0.6885896716673517,2.0,False,1.0
2075700,1.0179181,2.620887,0.95655465,0.08190272,32,1,convex,0.6885896716673517,2.0,False,1.0
2076000,0.98961306,2.5912476,0.964235,0.080976486,32,1,convex,0.6885896716673517,2.0,False,1.0
2076300,1.2621323,3.049117,0.96556175,0.09528491,32,1,convex,0.6885896716673517,2.0,False,1.0
2076600,0.81292987,2.4827976,0.5295694,0.077587426,32,0,convex,0.6885896716673517,2.0,False,1.0
2076900,0.36870065,1.6907983,0.21869238,0.052837446,32,0,convex,0.6885896716673517,2.0,False,1.0
2077200,0.36261758,1.625543,0.2882106,0.05079822,32,0,convex,0.6885896716673517,2.0,False,1.0
2077500,0.39652053,1.7734879,0.2510114,0.055421498,32,0,convex,0.6885896716673517,2.0,False,1.0
2077800,0.39210126,1.7597561,0.22913039,0.054992378,32,0,convex,0.6885896716673517,2.0,False,1.0
2078100,0.35713273,1.6497262,0.28569847,0.051553942,32,0,convex,0.6885896716673517,2.0,False,1.0
2078400,0.28816995,1.4741304,0.20153636,0.046066575,32,0,convex,0.6885896716673517,2.0,False,1.0
2078700,0.32866743,1.5855849,0.2286774,0.049549527,32,0,convex,0.6885896716673517,2.0,False,1.0
2079000,0.34168518,1.5694659,0.27104336,0.04904581,32,0,convex,0.6885896716673517,2.0,False,1.0
2079300,0.33332992,1.6280211,0.22688651,0.05087566,32,0,convex,0.6885896716673517,2.0,False,1.0
2079600,0.29854748,1.5359731,0.19064789,0.04799916,32,0,convex,0.6885896716673517,2.0,False,1.0
2079900,0.35936296,1.6717227,0.27944535,0.052241333,32,0,convex,0.6885896716673517,2.0,False,1.0
2080200,0.31170416,1.5798486,0.18308683,0.04937027,32,0,convex,0.6885896716673517,2.0,False,1.0
2080500,0.47341046,1.9142418,0.40558535,0.059820056,32,0,convex,0.6885896716673517,2.0,False,1.0
2080800,0.5766322,2.0591865,0.51263404,0.06434958,32,0,convex,0.6885896716673517,2.0,False,1.0
2081100,0.52141225,1.9698844,0.47553137,0.061558887,32,0,convex,0.6885896716673517,2.0,False,1.0
2081400,0.3440675,1.6768501,0.21036209,0.052401565,32,0,convex,0.6885896716673517,2.0,False,1.0
2081700,0.3654878,1.6881869,0.27021122,0.05275584,32,0,convex,0.6885896716673517,2.0,False,1.0
2082000,0.31144157,1.587213,0.18965268,0.049600407,32,0,convex,0.6885896716673517,2.0,False,1.0
2082300,0.36344165,1.6601825,0.28172675,0.051880702,32,0,convex,0.6885896716673517,2.0,False,1.0
