step,checkpoint,checkpoint_step,boundary_gap_filled,raw_demand,demand,capacity,task_count,capacity_per_task,slo_violation,reactive_task_count,reactive_capacity
310,100,28,False,0.8376715779304504,0.8376715779304504,1.0,1,1.0,False,2,2.0
311,100,29,False,0.8740480542182922,0.8740480542182922,1.0,1,1.0,False,2,2.0
312,100,30,False,0.8800568580627441,0.8800568580627441,1.0,1,1.0,False,2,2.0
313,100,31,False,0.8360408544540405,0.8360408544540405,1.0,1,1.0,False,2,2.0
314,100,32,False,0.8102812170982361,0.8102812170982361,1.0,1,1.0,False,2,2.0
315,100,33,False,0.8741122484207153,0.8741122484207153,1.0,1,1.0,False,2,2.0
316,100,34,False,0.9919975399971008,0.9919975399971008,1.0,1,1.0,False,2,2.0
317,100,35,False,1.1220014095306396,1.1220014095306396,1.0,1,1.0,True,2,2.0
318,100,36,False,0.9928417801856995,0.9928417801856995,1.0,1,1.0,False,2,2.0
319,100,37,False,0.8451713919639587,0.8451713919639587,1.0,1,1.0,False,2,2.0
320,100,38,False,1.0971999168395996,1.0971999168395996,1.0,1,1.0,True,2,2.0
321,100,39,False,1.1283282041549683,1.1283282041549683,1.0,1,1.0,True,2,2.0
322,100,40,False,1.3160865306854248,1.3160865306854248,2.0,2,1.0,False,2,2.0
323,100,41,False,1.521854281425476,1.521854281425476,2.0,2,1.0,False,4,4.0
324,100,42,False,1.3562785387039185,1.3562785387039185,2.0,2,1.0,False,4,4.0
325,100,43,False,1.3279777765274048,1.3279777765274048,2.0,2,1.0,False,4,4.0
326,100,44,False,1.3758819103240967,1.3758819103240967,2.0,2,1.0,False,4,4.0
327,100,45,False,1.275933861732483,1.275933861732483,2.0,2,1.0,False,4,4.0
328,100,46,False,1.2303682565689087,1.2303682565689087,2.0,2,1.0,False,4,4.0
329,100,47,False,1.2676680088043213,1.2676680088043213,2.0,2,1.0,False,4,4.0
330,100,48,False,1.2533320188522339,1.2533320188522339,2.0,2,1.0,False,4,4.0
331,100,49,False,1.4747939109802246,1.4747939109802246,2.0,2,1.0,False,4,4.0
332,100,50,False,1.200877070426941,1.200877070426941,2.0,2,1.0,False,4,4.0
333,100,51,False,0.8178036212921143,0.8178036212921143,1.0,1,1.0,False,4,4.0
334,100,52,False,0.7862409949302673,0.7862409949302673,1.0,1,1.0,False,4,4.0
335,100,53,False,0.8577988743782043,0.8577988743782043,1.0,1,1.0,False,4,4.0
336,100,54,False,0.8511570692062378,0.8511570692062378,1.0,1,1.0,False,4,4.0
337,100,55,False,0.7979378700256348,0.7979378700256348,1.0,1,1.0,False,4,4.0
338,100,56,False,0.7130059003829956,0.7130059003829956,1.0,1,1.0,False,3,3.0
339,100,57,False,0.7669141292572021,0.7669141292572021,1.0,1,1.0,False,3,3.0
340,100,58,False,0.7591176629066467,0.7591176629066467,1.0,1,1.0,False,3,3.0
341,100,59,False,0.7874396443367004,0.7874396443367004,1.0,1,1.0,False,3,3.0
342,100,60,False,0.7429178953170776,0.7429178953170776,1.0,1,1.0,False,3,3.0
343,100,61,False,0.8085771203041077,0.8085771203041077,1.0,1,1.0,False,3,3.0
344,100,62,False,0.7641395926475525,0.7641395926475525,1.0,1,1.0,False,2,2.0
345,100,63,False,0.9258785247802734,0.9258785247802734,1.0,1,1.0,False,2,2.0
346,100,64,False,0.9959852695465088,0.9959852695465088,1.0,1,1.0,False,2,2.0
347,100,65,False,0.952791690826416,0.952791690826416,1.0,1,1.0,False,2,2.0
348,100,66,False,0.8110571503639221,0.8110571503639221,1.0,1,1.0,False,2,2.0
349,100,67,False,0.816540539264679,0.816540539264679,1.0,1,1.0,False,2,2.0
350,100,68,False,0.7677016258239746,0.7677016258239746,1.0,1,1.0,False,2,2.0
351,100,69,False,0.8029953837394714,0.8029953837394714,1.0,1,1.0,False,2,2.0
352,125,0,False,1.5147253274917603,1.5147253274917603,1.0,1,1.0,True,4,4.0
353,125,1,False,1.3395055532455444,1.3395055532455444,1.0,1,1.0,True,4,4.0
354,125,2,False,1.6164175271987915,1.6164175271987915,1.0,1,1.0,True,4,4.0
355,125,3,False,1.6005113124847412,1.6005113124847412,1.0,1,1.0,True,4,4.0
356,125,4,False,1.5014448165893555,1.5014448165893555,1.0,1,1.0,True,4,4.0
357,125,5,False,1.530846118927002,1.530846118927002,2.0,2,1.0,False,4,4.0
358,125,6,False,1.4893172979354858,1.4893172979354858,2.0,2,1.0,False,4,4.0
359,125,7,False,1.6723227500915527,1.6723227500915527,2.0,2,1.0,False,4,4.0
360,125,8,False,1.5247403383255005,1.5247403383255005,2.0,2,1.0,False,4,4.0
361,125,9,False,1.2420960664749146,1.2420960664749146,2.0,2,1.0,False,4,4.0
362,125,10,False,1.2558701038360596,1.2558701038360596,2.0,2,1.0,False,4,4.0
363,125,11,False,1.3232178688049316,1.3232178688049316,2.0,2,1.0,False,4,4.0
364,125,12,False,1.211816668510437,1.211816668510437,2.0,2,1.0,False,4,4.0
365,125,13,False,1.1809788942337036,1.1809788942337036,2.0,2,1.0,False,4,4.0
366,125,14,False,1.2440840005874634,1.2440840005874634,2.0,2,1.0,False,4,4.0
367,125,15,False,1.1421316862106323,1.1421316862106323,2.0,2,1.0,False,4,4.0
368,125,16,False,1.1332083940505981,1.1332083940505981,1.0,1,1.0,True,4,4.0
369,125,17,False,1.2762010097503662,1.2762010097503662,1.0,1,1.0,True,4,4.0
370,125,18,False,1.2107834815979004,1.2107834815979004,1.0,1,1.0,True,4,4.0
371,125,19,False,1.4199135303497314,1.4199135303497314,1.0,1,1.0,True,4,4.0
372,125,20,False,1.3533422946929932,1.3533422946929932,1.0,1,1.0,True,4,4.0
373,125,21,False,1.2121213674545288,1.2121213674545288,1.0,1,1.0,True,4,4.0
374,125,22,False,1.0633872747421265,1.0633872747421265,2.0,2,1.0,False,4,4.0
375,125,23,False,1.2309625148773193,1.2309625148773193,2.0,2,1.0,False,4,4.0
376,125,24,False,1.2489967346191406,1.2489967346191406,2.0,2,1.0,False,4,4.0
377,125,25,False,1.1506692171096802,1.1506692171096802,2.0,2,1.0,False,4,4.0
378,125,26,False,1.2438528537750244,1.2438528537750244,2.0,2,1.0,False,4,4.0
379,125,27,False,1.0977308750152588,1.0977308750152588,1.0,1,1.0,True,4,4.0
380,125,28,False,1.17051362991333,1.17051362991333,2.0,2,1.0,False,4,4.0
381,125,29,False,1.163504958152771,1.163504958152771,1.0,1,1.0,True,4,4.0
382,125,30,False,1.2427664995193481,1.2427664995193481,2.0,2,1.0,False,4,4.0
383,125,31,False,1.3076860904693604,1.3076860904693604,3.0,3,1.0,False,4,4.0
384,125,32,False,1.3183778524398804,1.3183778524398804,2.0,2,1.0,False,4,4.0
385,125,33,False,1.21028470993042,1.21028470993042,2.0,2,1.0,False,4,4.0
386,125,34,False,1.2900400161743164,1.2900400161743164,2.0,2,1.0,False,4,4.0
387,125,35,False,1.213427186012268,1.213427186012268,1.0,1,1.0,True,4,4.0
388,125,36,False,1.1896494626998901,1.1896494626998901,2.0,2,1.0,False,4,4.0
389,125,37,False,1.1962250471115112,1.1962250471115112,1.0,1,1.0,True,4,4.0
390,125,38,False,1.3781907558441162,1.3781907558441162,2.0,2,1.0,False,4,4.0
391,125,39,False,1.195406198501587,1.195406198501587,1.0,1,1.0,True,4,4.0
392,125,40,False,1.2225680351257324,1.2225680351257324,2.0,2,1.0,False,4,4.0
393,125,41,False,1.2841140031814575,1.2841140031814575,3.0,3,1.0,False,4,4.0
394,125,42,False,1.1552737951278687,1.1552737951278687,2.0,2,1.0,False,4,4.0
395,125,43,False,1.1389012336730957,1.1389012336730957,2.0,2,1.0,False,4,4.0
396,125,44,False,1.2589138746261597,1.2589138746261597,1.0,1,1.0,True,4,4.0
